uuid,name,surname,password,birthday,genre,phone,email,dpi,street,city,state,country,postal_code,bank_uuid,employee_uuid,work_related_tags,declared_income
6711cb00-5d58-4d73-8491-7c847b5c1e84,Michael,Evans,password123,1988-09-27,Male,+1-480-931-5133x28330,dustin73@example.net,684398557,91654 Stephanie Trail Apt. 111,Jameshaven,New York,Svalbard & Jan Mayen Islands,53870,7b6db9f5-f2b8-4564-b188-09ff7ea95069,630f842d-1326-4ae4-96dc-e2a8e58612e0,"['finance', 'textile']",5090.67
3c21d489-3b12-4c26-886b-51b7e845407e,Tara,Schaefer,password123,1937-06-03,Female,445.920.0497x2471,aallen@example.net,568314270,6359 Traci Mills Apt. 064,East Matthewtown,Missouri,Congo,07052,86eeabc2-f250-4fe9-91bf-3da6a5818c19,503adf71-18a3-4422-97e7-d7b3a932e0fe,['education'],7701.37
81605c6d-0624-4840-b492-61482a259764,David,Mccormick,password123,1960-06-28,Female,(397)994-8828,hcollins@example.com,88001970,506 White Manors,East John,Virginia,Georgia,67171,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,d2a04eae-6ba1-4398-a462-6a80609051e5,"['agriculture', 'technology', 'education']",4267.12
9014b653-6207-4285-a1bf-548afbe3c8eb,Kimberly,Holmes,password123,1978-05-31,Female,894.875.2958x92460,caseyward@example.com,805771000,487 Michael Fork Apt. 832,Lake Williammouth,Florida,Mauritius,51983,32914ac7-a1ff-4f9b-b318-836a4f01aed5,932b0957-eee5-446b-9045-1fab552caebc,"['education', 'agriculture']",9494.76
d2a53240-79b3-49c7-b0ab-c730368cf58b,Morgan,Harris,password123,1989-08-24,Male,523.635.4180x9143,odean@example.net,913012189,92223 Harper Centers,Port Stephen,Utah,Netherlands Antilles,33601,b1089816-a051-45b3-b494-df6ab4507475,534f7ffc-87d0-43f3-a0bd-4761141a715b,"['textile', 'technology', 'education']",4926.93
8b746578-7a4f-472e-a47f-37e5e4a515a7,Kyle,Patel,password123,1963-07-20,Male,+1-799-594-9622x7246,bridgesjennifer@example.com,279436906,228 Tran Plain,Russellside,Florida,Peru,40095,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,b9dbd9a1-b6e4-4d03-b95d-dce53b46b8a8,"['technology', 'textile', 'agriculture']",8589.69
aa6a5d3f-977d-44be-9277-dceee1ab8618,Michael,Moss,password123,1935-10-10,Female,239-602-6798,pjohnston@example.org,50780613,0852 Kristy Square,East Teresa,Iowa,Brazil,82499,1c251091-25c8-4ec3-ae6f-ba83e0827c1e,c07959da-52bc-4887-a712-302fe0912f97,"['textile', 'agriculture', 'finance']",8067.22
045a0c34-a39f-41e1-ac57-b6f0da2f049e,James,Osborne,password123,1986-02-10,Male,5937520562,williamclark@example.com,474108235,7972 Mary Road Suite 575,Christopherport,Maine,Algeria,87975,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,1c3376c1-0a21-4a08-b293-f880172def9f,"['education', 'textile', 'finance']",8736.96
2a8a2a6d-4e29-4ea1-8f9d-69a7509b323b,Megan,Burns,password123,2001-08-29,Female,001-954-943-5736x05693,langjohn@example.net,252958705,358 Courtney Stream,Davidton,Ohio,Tunisia,22449,85785025-6b4c-4f73-9f3a-9a07dbe4b229,09578972-de23-48cd-b8bc-d0cfec38e47c,"['agriculture', 'education', 'finance']",667.03
4bdf15aa-0cd9-4cbe-b760-aef5f2c337a3,Kevin,Garcia,password123,1963-03-29,Female,+1-385-994-4701x9600,shaun87@example.net,395789772,05889 Robert Brooks Apt. 324,New Robert,West Virginia,Lebanon,89982,3baa87d0-c52b-48f6-9957-d0a990dc6f70,25c3ae82-7fa8-4d2c-b667-5ac86b3c1e6a,"['technology', 'finance']",2803.5
11fd516f-c357-46bb-ae90-c7daf70dfda9,Donna,Ramirez,password123,2003-12-04,Male,(935)749-5496,george67@example.org,454630304,4349 Jamie Points,South Nicole,Hawaii,Cameroon,86294,639cad89-9448-4c05-b396-704e4685885f,abe496d4-12ac-4fd1-bd44-611b9d07540a,"['technology', 'textile', 'finance']",6770.32
57700d5b-5199-49d4-8408-0b7ce903db98,Sarah,Cook,password123,1969-05-20,Male,737-543-3813x0907,skinnerjason@example.org,555973091,194 Cobb Oval Suite 604,South Victoriaside,Texas,South Georgia and the South Sandwich Islands,64578,e9ce12bc-0b12-4ed5-977a-305d4f622210,01ee7241-04d7-444c-be8d-ae9dfbb62190,['education'],1533.66
352672dc-2c2d-4fdb-a125-332aed02db67,Sandra,Rivera,password123,1946-03-05,Male,(759)584-5822x0468,barrykelly@example.net,288111721,16737 Crystal Curve Apt. 792,New Christinaberg,Kentucky,Lebanon,06896,f24ce5ce-6ef5-42b9-914b-1ba7da6e4f4c,987c4c7b-db5c-4450-a4c0-dde10d163bd7,"['technology', 'agriculture', 'finance']",9970.17
6a85edc5-2db7-4547-9d62-836098e975bc,Robert,Mills,password123,1958-06-12,Male,(382)871-5055x7495,greershawn@example.com,58746906,42864 Fields Wells Apt. 298,Cooperhaven,New York,Palau,95674,04de1093-5e5c-4ece-a41a-a01e4a330f6b,00bddf40-3407-41b0-86b9-277023fc5866,"['technology', 'education', 'finance']",2451.87
1f011999-efa3-438f-8c01-513c1a436491,Victoria,Williams,password123,1983-04-19,Male,(992)464-5388x48931,melissa66@example.net,440789689,823 Duncan Village Apt. 677,Snyderfort,Virginia,Luxembourg,48269,f1df6dbf-6278-4c29-9bd0-4abbf47d032f,0df957f8-4bd7-4751-82ce-576d4786f88b,"['agriculture', 'technology', 'textile']",4602.28
3c1978ab-7b65-47ce-b821-d0de41998654,Shannon,Benton,password123,1960-01-29,Male,001-363-993-0693,tanderson@example.net,708529265,16120 Moore Glen,Reillyhaven,Louisiana,Bhutan,32389,32914ac7-a1ff-4f9b-b318-836a4f01aed5,37b8ec0a-f03d-48a1-b0e7-bb858fec3b6e,"['education', 'textile', 'finance']",9974.81
2209908d-2b49-4105-be8a-26e8987ecc1c,Joshua,Hernandez,password123,1968-09-01,Male,001-767-433-6841x19697,matarobert@example.org,473591469,1519 Kaiser Mall,West Erikchester,New Mexico,Hong Kong,88583,edefc661-a046-4de1-9a2a-5a3362b0dacd,ff8ba873-b4ae-43fe-9400-e26682e978ff,['finance'],1805.44
7615fda7-a550-4ca4-83bb-13908bff0e27,Linda,Walsh,password123,2004-12-26,Male,(566)934-2135,dennis30@example.net,367270729,9857 Raymond Throughway Suite 909,Samuelchester,Arkansas,Eritrea,40787,ff0b7efa-b8ac-4d40-806a-ab268fed7301,afe47ea2-f51f-42a8-9675-e646391c9635,['technology'],3285.34
10bf7ecf-26ea-4143-9149-d4e75bc5f586,Kristine,Campbell,password123,1984-10-29,Male,584-765-1205x553,hmartinez@example.com,815487264,100 Timothy Orchard,New Crystalborough,Kansas,Northern Mariana Islands,16085,8c144f07-b002-4a17-aaf8-19feb4e889ad,ab5a17ab-fe69-40db-93a6-3721bd6c54fb,"['agriculture', 'finance', 'technology']",1472.82
4068575f-aac2-494e-bbf8-d4460000784b,Amber,Collins,password123,1940-02-19,Male,001-265-839-2588,kristenwaller@example.com,394451389,635 Hodges Flat Apt. 668,Amandaville,Wyoming,United States Virgin Islands,86014,5cf637df-79f1-4b79-8996-624b31322283,1f796888-7523-4dce-b2b3-d6bcc773347d,['finance'],3633.72
b8734e39-115c-4c80-bda8-fedf52353b8f,Elizabeth,Bailey,password123,1992-06-16,Male,+1-463-890-3064x7884,rhondaanderson@example.com,368176476,493 Kennedy Lake,South Debra,Oklahoma,Saint Kitts and Nevis,22480,2be5556a-b3d6-4321-b915-af28ad7f7a85,ff8ba873-b4ae-43fe-9400-e26682e978ff,"['finance', 'education']",3984.22
8ddcea0c-391f-43fb-83c9-3da5f6ea48a3,Melanie,Knight,password123,1983-02-19,Male,402-715-2612x3592,shawn96@example.net,944030914,1337 Bennett Fields Apt. 360,West Daryl,Montana,Kazakhstan,50911,8e5bcc3a-ff53-4759-9661-ee501110600a,a7b2e2ce-646a-4ef7-a6eb-7a7cb4cd5fec,"['textile', 'agriculture', 'technology']",6396.27
936b3672-4960-47a8-8a9b-f6aa497ba2c7,Daniel,Golden,password123,1944-10-24,Male,(266)335-8073x75559,nrodriguez@example.net,566839826,8243 Williams Light,West Jody,Alabama,Brazil,64142,b3c9b51b-b289-422c-91bd-ce27c07842b6,a0173469-4565-4a86-ae65-f7ad5cee90cb,['textile'],8072.12
3444f868-847c-4d17-872b-74c163fa13c9,Amanda,Stewart,password123,1980-11-22,Male,001-439-298-7140,scott50@example.com,647056055,41329 Molina Vista,Deborahfort,Montana,Jordan,20030,3b43f907-cef9-4575-a72d-9ba32acfc395,1247a574-d5b7-4a16-8504-e399035177c7,"['textile', 'finance', 'technology']",2351.94
ed89e65c-a57f-4dd8-bec6-aa39a849e47c,Alicia,Spence,password123,1968-07-19,Female,001-299-600-3982,cynthiafox@example.org,552675865,8826 Yates Dale,Bennettmouth,Texas,Western Sahara,68107,3baa87d0-c52b-48f6-9957-d0a990dc6f70,0b94060a-5ff3-475c-903e-e70582d881b2,"['education', 'textile', 'technology']",2265.92
640217fd-f17a-4cbd-a922-15fe9040be87,Bruce,Duncan,password123,1945-10-20,Male,601-252-5556x0865,perezwayne@example.com,482302801,06816 Chelsea Spur,Thompsonhaven,Arizona,Saint Pierre and Miquelon,85688,c2fdb153-b545-412c-9cac-c7ca4fc59edd,51aa4d0d-e8f7-42ac-9f2e-70448f291f8c,"['finance', 'education']",9001.5
50892b69-4abb-4206-8db8-ea390c97bdb9,James,Reynolds,password123,1969-10-06,Female,+1-703-655-1534x6594,usims@example.org,500217364,179 Jillian Viaduct Apt. 903,East Alicia,New Mexico,Oman,12765,3df1a3b0-b941-4f56-a863-3519e0b75773,cf7fb6a0-e6ec-477e-94ac-75636aa420ae,"['technology', 'finance', 'textile']",850.03
82954f71-a0c8-4d94-94f4-2529e7b25171,Vincent,Davis,password123,1944-01-16,Male,320.750.4413x4028,tarapruitt@example.net,122738724,71558 Schmidt Summit,Jeffreymouth,New York,South Africa,18899,d87ba2ed-9c08-4678-adc6-fe28adc77d98,25a50329-644a-4699-bfa1-da573c19b7d4,"['technology', 'finance']",1635.17
092f7a04-32e1-4528-a1fe-de98a668fcae,David,Jones,password123,1961-03-14,Male,386.216.3654x1414,brogers@example.net,255120752,5402 John Run Suite 570,West Danny,Virginia,Kyrgyz Republic,34828,4eea8a84-769b-4fec-b153-831ba511900a,1e0f2290-82de-4d2a-93df-2009713d2388,"['education', 'textile', 'finance']",791.1
aca937ef-290b-4198-8b66-e144419d349b,Frederick,Brown,password123,1953-08-09,Male,+1-716-912-2129x3477,halltoni@example.org,993884978,8725 Hunter Turnpike,Port Jennifertown,Delaware,Norfolk Island,82355,8643dfd7-52b1-4dc9-93b1-e58aaf03e9e6,2c62508c-d456-4d78-99cd-1c11b9977ff1,['technology'],621.06
7913e5a2-c9a5-4697-bd26-1d31bcb47019,Kathleen,Perry,password123,1998-07-24,Male,+1-538-624-6265x4975,lunachristopher@example.com,267062834,39840 Jeffrey Isle,South Laurenmouth,Massachusetts,New Zealand,88758,0527553d-ebe5-4422-aca1-83bd08ec87a1,713b7469-e50c-459c-b124-3144b5d3e7af,['agriculture'],6558.35
750826db-d8ec-4dd8-8639-39fcccc076c6,Robert,Day,password123,1935-12-18,Male,+1-756-202-2169,donna23@example.com,513237233,28511 Bautista Ville Suite 214,Mclaughlinfurt,Minnesota,Jordan,82898,a2f96486-7b58-49d1-8602-77feaeb12725,32b3d57b-0280-4c5c-8226-fa6743c421d5,['agriculture'],1980.02
c082feb7-2e13-41b7-b464-53ff7b3f07b4,James,Scott,password123,1938-12-09,Male,+1-773-712-2110x84102,whowe@example.net,258461166,8561 Eddie Trace Apt. 323,Castrostad,Idaho,Mozambique,61852,53604252-da97-4254-9ef2-fa9fc293c634,b784033e-008d-44e9-a079-2e40a9ee94c2,"['education', 'textile', 'finance']",7659.04
8cb19d0a-4b3b-4864-b0f3-b14f08bc80b3,Lisa,Jones,password123,1966-02-01,Female,001-953-847-9212,larry74@example.org,59547822,2258 Young Pike Apt. 724,Port Brittanychester,Alabama,Cuba,91044,02724760-be34-4386-b189-7936855a01de,4a179ce4-6b89-402d-8885-68c807530499,"['education', 'technology', 'textile']",7313.06
f80830f9-3940-456e-a0ec-769492922b0c,Tina,Smith,password123,1950-08-28,Male,(874)703-6251,kyle98@example.com,526243049,30529 John Causeway,Lake Samuelborough,California,South Georgia and the South Sandwich Islands,15517,5eec1a34-36a0-42a9-9c6b-6efe347bccd9,7d466e1b-7107-4853-8f74-869a109fcf7f,['finance'],7539.37
bfe42946-5b04-4e5c-b47d-6a64cd3b24cb,Jon,Andersen,password123,1965-03-08,Female,001-583-312-1302x289,thomasherrera@example.net,378367821,6167 Williamson Wells Suite 424,Jacksonburgh,Ohio,United States of America,61219,ff3d0f07-4ed6-4106-89cb-636bffc32d79,9841e8ed-83cd-4959-8fa8-fcde6f518deb,['technology'],2877.69
05375eaf-4e5e-4827-92f5-63cedf3f0f62,Justin,Thompson,password123,2004-07-20,Female,+1-467-272-0042x352,stephanie71@example.org,891098231,831 Dalton Island,New Christopher,Maryland,Iceland,22817,b09547e1-210e-4e28-ac77-e424e5e9faf8,6f97b8d3-57b3-4691-b95d-278ece246255,"['finance', 'technology', 'textile']",1729.74
7dfb2272-98e8-4099-a737-836d8a2f5ae8,Steven,Lam,password123,1945-09-18,Female,001-577-526-5524x7226,sean77@example.com,674233527,351 Jill Ways Apt. 723,Port Maryview,Kentucky,Guam,80673,d1735667-0d01-4dc1-b219-4bdda5f0fb4e,7f36809d-6db4-4355-be4b-ebcb1c6d2238,"['finance', 'education']",6591.01
e7fc8674-3d4d-45c6-b596-97db9bc02b13,Christopher,Dominguez,password123,1982-06-12,Male,6517417977,hollycameron@example.com,456181396,53741 Thomas Underpass Apt. 714,Smithfurt,West Virginia,Nigeria,42834,85785025-6b4c-4f73-9f3a-9a07dbe4b229,89b84a97-1394-43ce-95b1-2ff4ce105b6d,"['finance', 'education']",9435.31
7bd2804b-aafa-4978-a76f-672da79f962d,Karen,Cunningham,password123,1938-12-12,Female,+1-238-339-8169x1071,mschroeder@example.com,10026141,5345 Barrett Village Suite 042,Lake Todd,Pennsylvania,Lesotho,25698,eb136d46-0d1e-4ba7-a306-7de1d99aa2fc,4b6f1441-2000-4763-a403-9eee8af1ab3a,"['education', 'agriculture', 'textile']",5698.4
23a65435-0db2-4330-b089-1a9dea35a7ba,Ashley,Smith,password123,1982-08-14,Female,(553)570-8799,amberbartlett@example.net,419000379,40415 John Hollow Apt. 998,North Michele,Nevada,Niger,22101,d87ba2ed-9c08-4678-adc6-fe28adc77d98,a6659395-61b6-4830-9fe0-2a8f269fe018,"['textile', 'technology', 'finance']",2317.34
75355c2d-83ac-4661-ba0c-897f93ed84e7,Sarah,Bryant,password123,1985-02-25,Male,5626227000,ucook@example.org,858155986,5728 James Square Suite 157,Ryanhaven,New Mexico,United Kingdom,27810,c0ea811d-d094-4d7f-b239-2656e988b6d1,0e7896a1-179f-4c4e-ad8c-cb5a7efdb755,"['technology', 'education', 'finance']",2285.22
eed8f816-473c-4398-bdb4-2f055790f508,Brianna,Cunningham,password123,1934-05-02,Female,(924)327-9491x8309,carterchristian@example.org,974868148,57964 Eric Knoll,New Davidton,South Dakota,Mayotte,69985,58457669-f3a7-49b4-bf30-c0248ff69bc0,a7c047e6-bbe0-4504-a296-49b4e4c75b86,['technology'],2950.18
d844d8b8-7621-4ca9-a863-88580435416c,Michele,Bradshaw,password123,1983-04-05,Male,569.988.3378x9570,shawnhunter@example.com,248310232,3452 Crystal Parkways,Alexandrafort,Idaho,Kazakhstan,75417,80c51af7-e84e-4ec9-84b6-6466fb9359f4,81ccf2e1-7aca-4d58-8ec7-0319fff3f4d8,['technology'],5830.65
3a699a5d-02e7-4ca6-9915-eff0d66cda13,Phillip,Jacobs,password123,2000-07-20,Female,+1-547-526-5436,lyonschristopher@example.org,700187124,37646 Steven View Apt. 367,Ruizhaven,Missouri,Croatia,80711,ff1065d7-6548-4e1e-a1a2-da14440b7469,bfdeb717-beff-46df-b240-506201868c96,['finance'],5948.9
b10a077d-4f70-419f-b6a0-8c2f39f75b5a,Teresa,Zuniga,password123,1999-02-12,Male,524.260.1797,sawyeralexandra@example.net,31097414,0581 Kevin Ridge Apt. 619,Jessicatown,Nebraska,Aruba,42531,a8bff895-1cb2-47ae-b610-e7579bd6507b,03a7a5f6-e96c-4bc4-872e-8240fb13286f,['finance'],3780.66
ee263029-d8db-45e0-b638-7891b7dc4a30,Ashley,Parsons,password123,1971-06-25,Male,+1-301-965-3731x060,myersjason@example.com,959543005,83245 Edwards Station Suite 152,Lake Sharon,Hawaii,Mongolia,03265,2b0c321f-1720-4968-bab9-f94b867ae9be,7be8f313-c46c-4c21-af8f-034a08a9e8be,['technology'],6782.08
a1d4b216-bfde-4edc-a3ed-f35bc8b50fe6,Denise,Phillips,password123,1977-07-02,Male,874.913.2619x65809,richardsaaron@example.net,122588653,435 Turner Drive Suite 516,South Barbaraview,Arizona,French Southern Territories,09777,8387a989-c0ee-4109-b06b-8971c227f22c,aa7e4b4a-0af2-4e96-8ff3-c827b3f46b5b,"['finance', 'technology', 'agriculture']",7873.84
478362c1-1bb4-4861-80c1-1bc9e819e9a5,Peggy,Webb,password123,1945-11-05,Male,434.710.9499,stephen26@example.org,695102908,8822 Eric Estate,North Johnnyland,Delaware,Palau,28178,c0ea811d-d094-4d7f-b239-2656e988b6d1,384d4f84-c824-4579-9cf9-23de1cbd18f2,"['agriculture', 'education']",332.93
363c780d-6b47-4a3d-a5ad-03fb420c2a68,Evan,Jones,password123,1994-06-23,Male,970-403-8069x788,martinashley@example.com,960047496,997 Hansen Street,Staceychester,Maine,South Africa,43678,53604252-da97-4254-9ef2-fa9fc293c634,e3af9ded-e188-4043-82f6-2771f42c4f4b,"['finance', 'technology']",2831.08
68b44269-f09e-4fff-a853-17a34c4d62d8,Kenneth,Archer,password123,1986-10-06,Female,572.353.2781x7107,anthonycarter@example.net,310500770,452 Kimberly Grove,Howardchester,Indiana,Nigeria,70126,c0ea811d-d094-4d7f-b239-2656e988b6d1,49fcf6fe-502c-493f-95af-9480337caa06,['textile'],2254.71
